StockCode,Stock,LastUpdated
22802,11910,2025-05-05
84884,3198,2025-05-28
51014,16879,2025-05-05
51014,1456,2025-05-11
51014,18456,2025-05-12
22366,16183,2025-05-01
48111,7499,2025-05-09
22846,9375,2025-04-29
22402,11184,2025-05-12
22400,18359,2025-05-27
22399,14479,2025-05-18
79302,17234,2025-05-11
37446,6407,2025-05-03
84509,247,2025-05-02
22313,8619,2025-05-10
21181,9747,2025-05-11
21818,4601,2025-05-18
21668,9175,2025-05-11
21462,5480,2025-05-05
22496,4873,2025-05-05
84870,3409,2025-05-16
84870,12595,2025-05-03
22765,14143,2025-05-17
21351,2328,2025-05-12
22581,18326,2025-04-30
22579,285,2025-05-13
22572,17964,2025-05-28
22640,9685,2025-05-03
22641,6903,2025-05-12
22638,1593,2025-05-28
22576,16443,2025-05-03
21817,19066,2025-05-08
21813,4310,2025-05-18
21808,10080,2025-05-20
21014,8279,2025-05-04
21018,13578,2025-04-30
22946,6554,2025-05-08
M,18512,2025-05-18
22660,2546,2025-05-08
21761,7836,2025-05-22
21781,3274,2025-05-07
22696,14353,2025-05-24
84360,4157,2025-05-23
35954,4847,2025-05-11
84760,17097,2025-05-26
85045,8539,2025-05-03
35598,5145,2025-05-25
22578,10825,2025-05-03
22855,1705,2025-05-02
21864,10586,2025-05-14
15056,5961,2025-05-17
85174,5615,2025-05-17
82615,10975,2025-05-05
85038,16015,2025-04-29
22965,18923,2025-05-07
21374,17300,2025-05-16
21509,17231,2025-05-11
22025,11680,2025-05-16
22725,1275,2025-05-28
37448,435,2025-05-27
22421,372,2025-05-10
84997,10343,2025-05-07
21136,11473,2025-05-24
71477,6540,2025-05-17
22030,17322,2025-04-30
90214,2468,2025-05-10
90214,10606,2025-05-11
90214,11793,2025-05-23
21789,13444,2025-05-03
21629,13181,2025-05-21
21850,4919,2025-05-26
20978,19911,2025-05-05
20768,15096,2025-05-04
20780,17762,2025-05-07
21398,16688,2025-05-10
21643,17681,2025-05-02
21620,1803,2025-05-17
22260,12689,2025-05-09
22136,8744,2025-05-15
10135,17565,2025-05-01
16168,7193,2025-04-30
17014,19880,2025-05-01
17084,14715,2025-05-08
17084,13704,2025-05-21
20617,16478,2025-05-23
20619,12968,2025-05-13
20653,9669,2025-05-28
20681,12126,2025-05-28
20682,9624,2025-05-06
20696,7109,2025-05-08
20699,1755,2025-05-10
20700,13636,2025-05-14
20718,18099,2025-05-14
20752,10675,2025-05-22
20761,7325,2025-05-03
20846,10199,2025-05-02
20931,1981,2025-05-18
21002,9586,2025-05-15
21015,9331,2025-04-30
21067,10099,2025-05-06
21109,5846,2025-05-18
21110,10596,2025-05-08
21128,15497,2025-05-24
21164,18209,2025-05-06
21188,8887,2025-05-20
21208,9197,2025-05-10
21220,17371,2025-05-28
21272,10935,2025-05-15
21279,8142,2025-05-14
21281,19633,2025-05-13
21288,1652,2025-05-09
21356,19640,2025-05-18
21439,9292,2025-05-27
21447,9202,2025-05-19
21537,18438,2025-05-21
21547,7120,2025-05-23
21594,5361,2025-05-15
21638,4946,2025-05-04
21648,10465,2025-05-27
21656,12064,2025-05-11
21671,6413,2025-05-26
21684,17362,2025-05-22
21698,16194,2025-05-05
21700,19634,2025-05-13
21745,15821,2025-05-21
21775,4381,2025-05-08
21820,2499,2025-05-12
21830,18410,2025-05-06
21846,10031,2025-04-30
21868,2585,2025-05-11
21875,7640,2025-05-03
21896,2225,2025-05-28
21899,2086,2025-05-13
21906,9798,2025-05-12
21908,16563,2025-05-01
21974,16545,2025-05-28
22078,1525,2025-05-11
22084,16177,2025-05-22
22091,276,2025-05-04
22124,9650,2025-05-18
22165,13754,2025-05-21
22184,15607,2025-05-09
22208,15088,2025-05-18
22246,3557,2025-05-08
22283,1132,2025-05-26
22304,1773,2025-04-29
22308,7066,2025-05-17
22317,5213,2025-05-22
22324,14485,2025-05-26
22325,18791,2025-05-13
22331,5013,2025-05-27
22342,8211,2025-05-20
22350,10347,2025-05-20
22393,16595,2025-05-28
22405,9362,2025-05-26
22409,18613,2025-05-10
22420,7071,2025-05-04
22425,738,2025-05-08
22458,4115,2025-04-30
22459,9801,2025-05-26
22499,16018,2025-05-09
22503,9638,2025-05-28
22536,10529,2025-05-06
22586,11265,2025-05-26
22602,7360,2025-05-17
22649,5949,2025-05-11
22668,6970,2025-04-30
22673,1022,2025-05-04
22692,15954,2025-05-08
22746,14086,2025-05-19
22747,8117,2025-05-26
22756,4178,2025-05-04
22788,7505,2025-04-30
22831,19827,2025-05-27
22841,19399,2025-05-04
22863,18966,2025-05-20
22870,1271,2025-05-22
22890,19395,2025-04-29
22897,6038,2025-05-25
22898,10979,2025-05-12
22944,483,2025-05-26
22977,15124,2025-04-29
35637,19057,2025-05-26
35916,15165,2025-05-21
35916,14009,2025-05-09
35964,16205,2025-05-12
35965,17707,2025-05-20
35967,7580,2025-05-27
37450,6967,2025-05-27
37491,6018,2025-05-16
46775,19971,2025-05-01
46776,12330,2025-05-11
47566,18657,2025-05-23
47567,10298,2025-05-24
47590,13001,2025-05-16
47590,12574,2025-05-16
47594,6718,2025-05-17
70006,972,2025-05-16
71496,10453,2025-05-18
72134,19110,2025-05-25
79067,12230,2025-05-02
82582,7364,2025-05-16
82599,15212,2025-05-09
82616,19919,2025-05-21
84459,12013,2025-05-21
84520,15647,2025-05-22
84559,17238,2025-05-02
84559,5032,2025-05-27
84596,14919,2025-05-25
84609,9572,2025-05-07
84659,6360,2025-05-09
84663,1603,2025-05-18
84828,12082,2025-05-27
84856,11340,2025-05-28
84915,18588,2025-05-17
84950,5718,2025-05-09
84976,6690,2025-05-05
85008,18524,2025-05-01
85040,13789,2025-05-19
85053,18899,2025-05-16
85114,19538,2025-05-13
85131,3410,2025-05-22
85170,4569,2025-05-05
85212,11121,2025-05-19
85227,18733,2025-05-09
85232,6612,2025-05-01
90013,15895,2025-05-08
90018,13744,2025-05-01
90019,3141,2025-05-25
90024,1592,2025-05-15
90036,6286,2025-05-04
90040,2138,2025-05-03
90051,10005,2025-05-09
90054,18948,2025-04-29
90077,6243,2025-04-29
90124,16573,2025-04-30
90134,15057,2025-05-25
90138,7436,2025-05-14
90161,500,2025-05-15
90166,5348,2025-05-24
90173,13242,2025-05-04
90177,15764,2025-05-21
90177,11117,2025-05-04
90181,17679,2025-05-04
90192,9696,2025-05-19
90206,12918,2025-05-07
90209,10051,2025-05-22
90211,17872,2025-05-10
90214,9256,2025-05-02
90214,4362,2025-05-11
20970,6761,2025-05-23
84658,4021,2025-05-06
22448,7949,2025-05-05
22447,5321,2025-05-26
22446,17824,2025-05-18
20665,16359,2025-05-13
21472,9112,2025-05-06
21877,1215,2025-05-18
22524,5192,2025-05-15
20765,16056,2025-04-30
21624,8557,2025-05-23
84926,13363,2025-05-07
85035,11890,2025-05-02
72803,10577,2025-04-30
40001,10338,2025-05-21
21709,2757,2025-05-12
22220,17451,2025-05-13
85034,1414,2025-05-12
72798,9772,2025-05-06
35271,19895,2025-05-16
21380,19478,2025-05-20
21221,7944,2025-05-24
20755,17842,2025-05-12
21421,19529,2025-05-17
21422,9354,2025-05-26
22617,4188,2025-05-13
21364,16774,2025-05-23
21042,1383,2025-05-03
22272,13264,2025-05-11
21172,6334,2025-05-13
72760,12139,2025-05-05
22365,18615,2025-05-14
22507,12653,2025-04-30
62096,12834,2025-05-20
85071,4748,2025-05-22
22044,5809,2025-05-06
21918,10046,2025-05-03
22029,11799,2025-05-17
21360,18359,2025-05-15
84077,273,2025-05-13
84792,3425,2025-05-03
85175,1791,2025-05-25
20893,14027,2025-05-07
22440,6194,2025-05-08
22434,16957,2025-05-16
22564,12563,2025-04-30
21215,16853,2025-05-23
21058,9036,2025-05-28
21060,5273,2025-05-09
21719,3238,2025-04-29
84826,6146,2025-05-17
21881,18266,2025-05-16
22491,16909,2025-05-23
21355,15687,2025-05-16
21518,6451,2025-05-15
22023,7667,2025-05-15
22027,182,2025-05-07
22718,5269,2025-05-14
22717,11879,2025-05-06
22028,15852,2025-04-30
21669,9139,2025-05-04
21673,14793,2025-05-08
22460,4731,2025-05-16
22433,11789,2025-04-29
22431,15521,2025-05-26
84674,16414,2025-05-16
22676,2060,2025-04-30
22672,1553,2025-05-19
22777,1376,2025-05-26
22924,2375,2025-05-20
22832,13914,2025-05-19
20674,4995,2025-05-05
22170,3163,2025-05-13
21428,9882,2025-04-29
22840,15273,2025-05-14
79191,12482,2025-05-25
47471,16559,2025-05-22
16046,12153,2025-05-06
22796,7629,2025-05-11
22733,7676,2025-05-06
22559,1824,2025-05-28
22896,4835,2025-05-21
20967,4863,2025-04-29
21430,7249,2025-05-28
22070,2105,2025-05-21
20983,16247,2025-05-10
21527,12382,2025-05-27
21538,19137,2025-05-16
85216,19261,2025-05-24
22131,10769,2025-05-16
21163,12835,2025-04-30
21161,18471,2025-05-13
21159,16453,2025-05-01
21390,19639,2025-05-04
22285,18731,2025-04-30
22284,17041,2025-05-10
21383,6701,2025-05-05
21381,17217,2025-04-29
22210,14753,2025-05-04
22209,413,2025-05-01
21872,17217,2025-05-11
85035,14026,2025-05-07
22761,19650,2025-05-21
22385,12373,2025-05-27
22374,16684,2025-05-04
21741,8700,2025-05-08
85061,3363,2025-05-12
40016,6738,2025-05-19
22202,17496,2025-05-23
21064,934,2025-04-30
84341,2235,2025-05-20
84509,1748,2025-05-21
16235,19829,2025-05-06
20986,14088,2025-05-20
20832,12774,2025-05-20
84846,13028,2025-05-26
22442,11737,2025-05-27
21769,4199,2025-05-28
20798,809,2025-05-15
22320,15414,2025-05-15
21561,11191,2025-05-19
85132,18385,2025-05-05
85132,11898,2025-05-17
22215,19348,2025-05-21
20675,19313,2025-05-23
21239,15866,2025-05-28
21987,7652,2025-05-09
21988,14634,2025-05-05
21989,489,2025-05-02
22316,14025,2025-05-06
22332,9902,2025-05-05
21206,6727,2025-05-07
20677,6098,2025-05-07
22806,6614,2025-05-21
22893,10373,2025-05-07
85159,2679,2025-05-11
21784,6944,2025-05-24
22849,6430,2025-05-28
17090,10876,2025-05-22
17090,6217,2025-05-28
72127,4697,2025-05-04
72133,9355,2025-05-02
84763,11313,2025-04-29
22450,8815,2025-05-15
10124,8553,2025-05-27
84519,8728,2025-05-13
22505,10198,2025-05-08
22514,9805,2025-05-02
21504,19380,2025-05-03
22292,2576,2025-05-01
21211,17066,2025-05-07
22045,18108,2025-05-27
90175,723,2025-05-13
90180,858,2025-05-11
90178,853,2025-05-09
22986,17039,2025-05-11
20984,12109,2025-05-11
22436,723,2025-05-19
21465,15435,2025-05-11
21470,11510,2025-05-12
16012,12342,2025-05-19
85025,11188,2025-05-05
21849,17756,2025-05-15
85124,19297,2025-05-21
85124,12681,2025-05-12
20828,9045,2025-05-23
21623,11768,2025-05-03
16156,19899,2025-05-02
85049,6603,2025-05-10
22426,4328,2025-05-15
90082,13076,2025-05-17
90082,17336,2025-04-29
90082,18367,2025-05-14
90081,18463,2025-04-29
90204,5498,2025-05-13
90185,9480,2025-05-08
90195,11106,2025-05-21
90195,17528,2025-05-09
90196,19237,2025-05-05
90199,18903,2025-05-19
90186,10827,2025-05-18
20894,839,2025-05-19
85106,1844,2025-05-17
21415,2591,2025-05-18
21416,8790,2025-05-01
21417,5030,2025-05-07
22343,16641,2025-05-08
22474,12595,2025-05-23
18097,16950,2025-05-01
18097,8002,2025-05-02
21902,6658,2025-04-30
21901,6959,2025-05-05
21948,2401,2025-05-20
20759,1965,2025-05-27
20760,6107,2025-05-24
20757,7079,2025-05-03
85185,8074,2025-05-05
85185,14682,2025-05-27
22439,1792,2025-05-08
79164,8407,2025-05-15
84683,16663,2025-04-30
79163,15943,2025-04-30
22175,778,2025-05-20
21155,18439,2025-05-01
15060,12253,2025-05-16
22985,2767,2025-05-21
22821,3120,2025-05-11
22705,19981,2025-05-01
84952,10326,2025-05-26
72801,1856,2025-05-06
72801,3952,2025-05-13
21735,8599,2025-05-18
21500,17822,2025-05-02
15036,4186,2025-05-17
BANK ,14835,2025-05-22
21539,3157,2025-05-01
22341,13020,2025-05-01
22452,19580,2025-05-24
21508,16615,2025-05-25
21499,1177,2025-05-08
84952,4853,2025-05-13
35001,7640,2025-05-26
22264,6526,2025-05-04
22181,16079,2025-05-01
21392,2597,2025-05-05
21393,10988,2025-05-06
21268,17203,2025-05-01
85144,7292,2025-05-18
21025,8938,2025-05-26
21031,14935,2025-05-13
21030,12375,2025-05-19
21026,15644,2025-05-26
21032,4632,2025-05-21
21578,9784,2025-05-20
21357,489,2025-05-13
20766,13426,2025-05-26
21399,10000,2025-05-10
22562,12497,2025-05-25
21714,1891,2025-05-16
20751,6646,2025-05-22
22636,18857,2025-05-09
21426,14231,2025-05-14
21581,10003,2025-05-15
90002,10951,2025-05-21
21900,8214,2025-05-01
22031,3226,2025-05-03
21788,2061,2025-05-06
22408,13641,2025-05-02
22406,7249,2025-05-13
22275,11642,2025-04-30
22042,13020,2025-05-21
22089,2031,2025-05-22
85066,17053,2025-05-06
21129,16123,2025-05-19
21059,6597,2025-05-08
22877,18340,2025-05-20
22869,6222,2025-05-16
22878,9917,2025-05-16
21240,8930,2025-05-22
21927,12578,2025-05-16
21925,17633,2025-05-19
22763,9571,2025-05-24
22334,19147,2025-05-09
22655,13015,2025-05-27
22060,1006,2025-05-23
22061,6133,2025-05-23
21531,14224,2025-05-02
21039,5760,2025-04-30
21157,1253,2025-05-28
16161,8061,2025-05-07
16161,317,2025-05-12
85214,3219,2025-05-23
72232,17210,2025-05-22
84247,19563,2025-05-01
21530,19102,2025-05-05
21528,5926,2025-05-16
21114,12990,2025-05-13
20615,15648,2025-05-19
47021,14603,2025-05-24
22443,17624,2025-05-22
21807,8957,2025-05-22
22689,6426,2025-05-04
22591,4117,2025-05-18
22504,17187,2025-05-26
22158,6153,2025-05-26
22621,10047,2025-05-24
79000,15319,2025-05-07
85049,6334,2025-05-03
21878,19353,2025-05-27
85131,3945,2025-05-02
15056,11078,2025-05-17
15056,14490,2025-05-16
20941,4542,2025-05-09
21066,19513,2025-05-07
21205,17112,2025-05-08
21361,9447,2025-05-21
21876,17701,2025-05-24
22167,9933,2025-05-28
22200,13913,2025-05-15
22412,5965,2025-05-24
22525,2054,2025-05-04
47566,4877,2025-05-15
72349,4442,2025-05-26
84872,573,2025-05-07
84970,9428,2025-05-17
84970,14953,2025-05-26
85039,570,2025-05-12
10123,3515,2025-05-05
10120,5396,2025-05-05
84006,7663,2025-04-29
20767,9118,2025-05-19
90094,5239,2025-04-29
21882,3446,2025-05-20
20886,16971,2025-05-03
21945,8989,2025-05-07
22133,19385,2025-04-29
22456,14891,2025-05-18
22891,19683,2025-05-24
47566,6736,2025-04-29
18098,9917,2025-05-21
20655,10785,2025-05-11
21100,8194,2025-05-23
21201,719,2025-05-19
21558,8200,2025-05-06
21865,7854,2025-05-20
22132,9957,2025-05-15
22166,16845,2025-05-12
22518,17036,2025-05-01
22628,16917,2025-05-11
84509,8349,2025-05-05
84534,10087,2025-05-09
84559,464,2025-05-15
84596,463,2025-05-19
84884,9840,2025-05-19
85014,2503,2025-05-14
85014,16326,2025-05-24
85036,4596,2025-04-29
72803,16291,2025-05-27
84993,13271,2025-05-13
84987,12923,2025-05-08
20998,9202,2025-05-08
22702,5128,2025-05-23
84925,9631,2025-05-17
21078,13686,2025-05-06
22105,2436,2025-05-02
22163,18267,2025-05-01
22216,4348,2025-05-18
22248,11290,2025-05-20
22250,11872,2025-05-05
22251,8246,2025-05-14
22255,7224,2025-05-04
22288,110,2025-05-16
22363,6218,2025-05-26
22395,14364,2025-05-27
22483,8337,2025-05-17
22546,13317,2025-05-12
22609,9683,2025-05-15
22762,11976,2025-05-16
22811,16506,2025-05-12
22882,5160,2025-05-03
22884,1868,2025-05-17
22908,16031,2025-05-13
35599,8093,2025-05-03
44234,7963,2025-05-19
71143,16224,2025-05-16
72351,10667,2025-05-04
75049,13260,2025-05-06
75131,14083,2025-05-03
79191,7824,2025-05-14
82001,12256,2025-05-24
84270,14122,2025-05-17
84660,10566,2025-05-17
84661,19684,2025-05-12
84673,11624,2025-05-18
84927,3923,2025-05-13
84927,19871,2025-04-29
85025,2093,2025-05-03
85054,13710,2025-05-28
85055,1233,2025-05-18
85167,12064,2025-05-09
85169,5207,2025-05-11
85169,19428,2025-05-22
85169,7712,2025-05-22
85203,1879,2025-04-30
90000,15174,2025-05-16
90003,13653,2025-05-12
90028,10110,2025-05-09
90060,14063,2025-05-07
90114,10382,2025-05-25
90115,15898,2025-05-13
90120,16022,2025-05-14
90141,16656,2025-05-07
90199,13081,2025-05-27
90205,1559,2025-05-24
90214,4158,2025-05-09
90214,16163,2025-05-27
90214,11970,2025-05-04
90214,16458,2025-05-16
90214,12779,2025-05-24
90214,18638,2025-05-23
90214,15334,2025-05-26
16218,12499,2025-05-17
16225,9390,2025-05-17
20686,14886,2025-05-05
21200,17898,2025-04-30
21051,1143,2025-05-04
21112,18080,2025-05-17
21219,14922,2025-05-19
21224,117,2025-05-25
21261,2486,2025-05-13
21263,16032,2025-05-04
21286,16051,2025-05-22
21446,471,2025-05-01
21619,5564,2025-05-12
21640,3430,2025-05-25
21675,602,2025-05-07
21725,16394,2025-05-25
21828,2101,2025-05-07
21829,2979,2025-05-13
21903,6693,2025-05-23
21936,14992,2025-05-27
22959,10016,2025-05-25
17084,1249,2025-05-24
17091,1842,2025-05-03
21027,15951,2025-05-16
84539,19647,2025-05-03
90096,6632,2025-05-25
21095,5747,2025-04-29
85018,13671,2025-05-25
22732,6930,2025-05-14
47503,8622,2025-05-11
37464,12291,2025-05-03
84247,14912,2025-05-05
84247,13207,2025-05-24
22035,10177,2025-05-17
21250,14476,2025-05-04
21677,19160,2025-05-03
47504,18729,2025-05-18
84212,15927,2025-05-14
21377,2585,2025-05-20
21379,16486,2025-05-27
37489,10373,2025-05-17
17107,18902,2025-05-25
37489,16086,2025-05-07
37489,5326,2025-05-14
21932,12854,2025-05-10
21933,5547,2025-05-23
37489,1774,2025-04-29
22072,16866,2025-05-28
21905,3223,2025-05-13
22414,3051,2025-05-05
22116,9132,2025-05-08
85130,14061,2025-05-25
85129,4264,2025-05-18
84849,17930,2025-04-30
22137,16867,2025-05-19
85230,8390,2025-05-02
85230,11179,2025-05-18
22306,2779,2025-05-05
20734,10506,2025-05-10
20960,5864,2025-05-03
35970,5001,2025-04-30
47559,2701,2025-05-08
47591,5528,2025-05-11
48173,10998,2025-05-15
82494,664,2025-04-30
84030,16269,2025-05-23
84997,2154,2025-05-07
84997,3990,2025-05-27
84997,12159,2025-05-23
85049,15576,2025-05-16
85049,15425,2025-05-27
85099,9382,2025-05-07
85123,13756,2025-05-27
84849,16728,2025-05-01
84507,15220,2025-05-09
20910,13158,2025-05-10
82616,5515,2025-05-25
90128,14395,2025-05-05
90196,4912,2025-05-01
90198,4275,2025-04-29
90152,6383,2025-05-16
90151,8991,2025-05-10
20661,4604,2025-05-26
20652,10933,2025-05-01
21845,10115,2025-05-24
22398,8404,2025-05-14
84877,13600,2025-05-03
20657,3836,2025-05-26
47422,8958,2025-05-26
21642,6608,2025-05-14
47503,19347,2025-05-20
72130,14064,2025-05-03
72128,13473,2025-05-15
47343,17273,2025-05-15
72802,19447,2025-05-04
72802,17200,2025-05-04
21054,13745,2025-04-29
22339,3927,2025-05-21
22337,3430,2025-05-02
84562,2321,2025-05-10
21040,17348,2025-05-20
21937,19462,2025-05-04
22701,14963,2025-05-05
22362,9761,2025-05-24
82011,16982,2025-05-03
84865,10749,2025-05-26
35951,11541,2025-05-28
21414,13003,2025-05-07
21653,17626,2025-05-04
85126,2164,2025-05-19
21692,17800,2025-04-30
21535,8123,2025-05-07
21836,19801,2025-05-17
47556,17096,2025-05-20
37474,17747,2025-05-02
21011,15084,2025-04-29
21287,18320,2025-05-09
79337,9182,2025-05-05
85111,18717,2025-04-30
22307,11622,2025-05-13
85078,16360,2025-05-11
85036,753,2025-05-09
85034,2901,2025-05-08
84614,2823,2025-05-01
22509,11109,2025-05-04
90145,15694,2025-05-22
90143,9081,2025-05-02
90010,2909,2025-05-20
90010,10775,2025-04-29
90050,10270,2025-05-20
90053,9917,2025-05-17
21696,17250,2025-05-03
21275,13252,2025-05-06
20829,15978,2025-05-03
21947,590,2025-05-06
21726,5982,2025-05-10
22671,8835,2025-05-09
20936,11527,2025-05-11
84924,19792,2025-04-30
35810,6733,2025-05-18
35241,19051,2025-04-29
17109,13338,2025-05-24
22853,4965,2025-05-20
85034,3722,2025-05-15
72800,6236,2025-05-07
84819,6427,2025-05-12
90185,14144,2025-05-21
90175,12847,2025-05-05
22079,14092,2025-05-05
90162,1564,2025-05-27
90162,17167,2025-05-21
21626,5204,2025-05-28
90167,9037,2025-05-13
22403,5398,2025-05-21
22563,15897,2025-05-02
84827,18651,2025-05-25
22799,4536,2025-05-21
22305,12134,2025-05-20
84898,7301,2025-05-27
22415,13903,2025-05-10
22256,14144,2025-05-27
47310,8698,2025-05-27
84508,12105,2025-05-01
21555,15350,2025-05-20
22390,5658,2025-05-13
84963,4466,2025-05-21
72349,3143,2025-05-14
84993,7324,2025-05-18
85206,8175,2025-05-17
22021,13011,2025-05-09
84596,19188,2025-05-26
21445,12658,2025-05-25
77101,11775,2025-04-30
84358,15094,2025-05-03
21294,4788,2025-05-23
21468,7553,2025-05-09
22123,11619,2025-05-16
22939,12792,2025-05-02
71279,3448,2025-05-04
22598,11484,2025-05-10
22532,6290,2025-05-16
21413,7360,2025-05-22
79149,6527,2025-05-21
21682,15431,2025-05-21
78034,4485,2025-05-09
22894,1787,2025-04-30
79151,13295,2025-04-30
21090,12655,2025-05-13
21209,14561,2025-05-18
22354,10257,2025-05-24
21635,11469,2025-05-25
35653,2459,2025-05-01
85130,9782,2025-05-10
15039,3215,2025-05-14
84978,1935,2025-05-02
84569,15781,2025-05-17
84921,11438,2025-05-04
84508,11537,2025-05-18
90086,16151,2025-05-04
62018,10358,2025-05-24
16011,11089,2025-05-20
85179,4517,2025-04-29
21785,18496,2025-05-26
21650,11685,2025-05-28
84874,16362,2025-05-09
22674,6423,2025-05-07
72051,1869,2025-05-09
20764,13542,2025-05-01
47579,799,2025-05-06
21723,3334,2025-05-10
35953,13297,2025-05-08
84051,15726,2025-05-07
21187,7459,2025-05-22
22034,5199,2025-04-29
20980,10016,2025-05-11
35958,17435,2025-05-26
75013,10063,2025-05-26
22830,4123,2025-05-05
22684,19024,2025-05-07
82011,15897,2025-05-27
21630,17551,2025-05-06
21580,13031,2025-05-19
22231,12513,2025-05-16
22859,10900,2025-05-18
22860,7128,2025-04-29
22093,7391,2025-05-09
20748,17527,2025-05-26
85208,18334,2025-05-26
22129,16730,2025-05-15
22808,14194,2025-05-22
20702,11291,2025-05-13
85187,4234,2025-05-22
21683,7325,2025-04-29
22770,8976,2025-05-25
84563,11139,2025-05-06
79190,9352,2025-05-04
15034,14614,2025-05-19
85129,12622,2025-04-29
35924,6912,2025-05-20
20671,6479,2025-04-30
21904,14201,2025-05-20
22843,16478,2025-05-17
22199,8029,2025-05-21
84968,1438,2025-05-10
47369,6574,2025-05-13
47369,13776,2025-05-01
47367,16308,2025-05-14
21695,6264,2025-04-29
84773,6759,2025-05-20
21424,5295,2025-05-26
21819,10037,2025-05-13
22817,13330,2025-05-18
16161,2561,2025-04-30
22252,13596,2025-05-25
21401,11261,2025-05-25
84597,17457,2025-05-15
51020,17090,2025-05-22
51020,9282,2025-05-06
21306,9738,2025-05-21
21311,6838,2025-05-14
21307,9495,2025-05-26
21277,3062,2025-05-22
22475,899,2025-05-28
90200,14762,2025-05-21
90062,12380,2025-05-17
21616,8226,2025-05-04
20659,5860,2025-05-27
20985,9702,2025-05-07
84596,16140,2025-05-25
84596,16745,2025-05-22
22346,8492,2025-05-14
22344,12025,2025-05-13
85215,8702,2025-05-01
85062,17237,2025-05-10
22984,9362,2025-05-11
85036,19442,2025-05-28
21202,13357,2025-04-29
84531,10745,2025-05-07
84531,14842,2025-05-02
21910,15729,2025-05-26
22461,7612,2025-05-15
22833,3502,2025-05-21
22690,18480,2025-05-12
84881,7618,2025-05-15
21613,14981,2025-05-20
21693,255,2025-05-01
84809,1263,2025-05-11
79190,7508,2025-05-25
22157,10188,2025-04-29
84795,7202,2025-05-15
20771,457,2025-05-19
37327,2828,2025-05-16
85027,10430,2025-05-11
85017,14431,2025-05-27
16010,13626,2025-05-17
35001,12346,2025-04-30
84707,2434,2025-05-11
21167,18284,2025-05-04
51008,9992,2025-04-29
21713,14874,2025-05-16
20802,7547,2025-05-27
22052,6860,2025-05-27
20781,6951,2025-05-17
22389,16107,2025-05-22
84840,10872,2025-05-20
22073,7419,2025-05-07
20716,11454,2025-05-01
20782,1806,2025-05-06
20847,2434,2025-05-16
21291,15337,2025-05-01
21319,12927,2025-05-26
21359,18983,2025-05-10
21397,2072,2025-05-27
21627,19992,2025-05-02
21632,12009,2025-05-10
22106,1977,2025-05-09
22108,19305,2025-05-28
22221,19169,2025-05-04
22223,10798,2025-05-07
22282,920,2025-05-26
22329,12403,2025-05-17
22416,1133,2025-05-19
22613,6821,2025-05-23
35648,3031,2025-05-13
35651,19421,2025-05-09
37447,9018,2025-05-10
46118,19962,2025-05-12
46776,5449,2025-05-07
46776,7914,2025-05-21
62094,18037,2025-05-24
84078,11447,2025-05-12
84228,5466,2025-05-22
84568,8852,2025-05-10
84789,15613,2025-05-11
84813,10839,2025-05-19
85093,15274,2025-05-02
85096,14687,2025-05-11
85202,17030,2025-05-05
85204,19331,2025-05-05
90001,5590,2025-05-08
90013,9415,2025-05-25
90014,5738,2025-05-28
90085,15882,2025-05-05
90132,5098,2025-05-28
90140,12476,2025-05-26
90141,16578,2025-05-16
90158,3392,2025-05-27
90183,3226,2025-05-06
90183,2478,2025-05-05
90201,3802,2025-05-06
90212,1387,2025-05-26
84712,743,2025-05-14
22279,12282,2025-05-06
22280,9430,2025-05-04
22377,17266,2025-05-07
22495,18145,2025-05-06
22521,2688,2025-05-15
22523,12460,2025-05-10
22677,739,2025-05-12
22682,205,2025-05-23
22715,1626,2025-04-30
21253,3829,2025-05-14
21265,6627,2025-05-03
21389,14007,2025-05-12
21391,3395,2025-05-16
21403,16606,2025-05-27
21534,2322,2025-05-17
21618,17678,2025-05-17
21812,17139,2025-05-05
21847,5368,2025-05-20
21943,5179,2025-05-10
22104,13161,2025-05-24
22322,10339,2025-05-05
22340,18681,2025-04-29
35833,10927,2025-05-01
35916,11784,2025-04-29
46776,8504,2025-05-24
72351,15459,2025-05-08
84459,10655,2025-05-10
84637,17614,2025-05-15
85039,777,2025-05-15
85039,18282,2025-05-05
85131,5283,2025-05-27
90010,2997,2025-05-21
90039,12157,2025-05-26
90056,4159,2025-05-11
90081,5867,2025-05-01
90101,5507,2025-05-18
90130,8917,2025-05-16
90130,1629,2025-05-17
15044,1351,2025-05-21
20762,10915,2025-05-24
20803,13215,2025-05-27
18007,11917,2025-05-19
21720,9246,2025-05-26
84968,11310,2025-05-25
21289,10479,2025-05-18
22606,9027,2025-05-01
37479,4477,2025-05-24
37482,591,2025-05-17
20903,2567,2025-05-24
20897,6246,2025-05-16
71403,2063,2025-05-11
22683,7379,2025-05-27
22685,1476,2025-05-13
21973,9615,2025-05-28
22691,8098,2025-05-02
21162,14435,2025-05-17
84926,1029,2025-05-13
22233,2545,2025-05-05
35400,11701,2025-05-11
22486,11389,2025-05-09
72801,10858,2025-05-14
84711,17544,2025-05-25
16169,7914,2025-05-24
20769,18240,2025-05-23
35597,17763,2025-05-21
47480,18343,2025-05-01
84522,6303,2025-05-12
20731,13294,2025-05-18
35597,13255,2025-05-01
84596,11280,2025-05-02
21226,339,2025-05-16
79160,17542,2025-05-18
72131,18705,2025-05-07
21089,14946,2025-05-12
21647,629,2025-05-27
72122,8835,2025-05-01
